location,sample date,Oxygen saturation,Dissolved silicates,Benzo(k)fluoranthene,Hexachlorobenzene,PAHs,Benzo(b)fluoranthene,beta-Hexaxchlorocyclohexane,Chlorodinine,Methoxychlor,Carbonates,Chemical Oxygen Demand (Mn),Anthracene,Boron,Cyanides,Chromium,Metolachlor,Endosulfan (alpha),Inorganic nitrogen,Pyrene,Heptachloroepoxide,Biochemical Oxygen,Berilium,"p,p-DDE",Sodium,AOX,Total organic carbon,Nitrates,PCB 118,"Benzo(g,h,i)perylene",Acenaphthylene,Total dissolved salts,Orthophosphate-phosphorus,Calcium,Macrozoobenthos,Benzo(a)anthracene,Total extractable matter,Nickel,Alachlor,Pentachlorobenzene,Dieldrin,Methylosmoline,Barium,Chemical Oxygen Demand (Cr),Benzo(a)pyrene,Phenanthrene,PCB 180,Anionic active surfactants,Chrysene,Mercury,gamma-Hexachlorocyclohexane,Manganese,PCB 101,Dissolved organic carbon,Cadmium,Trifluralin,Endrin,Sulfides,Nitrites,Sulphates,Selenium,Simazine,Total phosphorus,Endosulfan (beta),"1,2,4-Trichlorobenzene",Arsenic,Iron,alpha-Hexachlorocyclohexane,Silica (SiO2),Total dissolved phosphorus,Fecal coliforms,PCB 153,Fluorene,PCB 138,Heptachlor,Copper,Tetrachloromethane,PCB 52,Magnesium,Bicarbonates,Total hardness,Zinc,"p,p-DDT",Dissolved oxygen,"Indeno(1,2,3-c,d)pyrene",Fluoranthene,Fecal streptococci ,Ammonium,Aldrin,Isodrin,"p,p-DDD",Chlorides,Acenaphthene,Atrazine,AGOC-3A,PCB 28,Potassium,"1,2,3-Trichlorobenzene",Lead,Cesium,Total nitrogen,Aluminium,Organic nitrogen,Water temperature,Petroleum hydrocarbons,Naphthalene,Total coliforms
Achara,10-Feb-12,,,,,,,,,,,2.6,,,,,,,,,,2.4,,,,,,0.99,,,,,0.052,,,,,,,,,,,0,,,,,,,,,,,,,,,0.015,,,,0.089,,,,,,,,,,,,,,,,,,,,,13.1,,,,0.275,,,,,,,,,,,,,1.6,,0.32,3,,,
Achara,17-Feb-12,,,,,,,,,,,8.9,,,1.696,0,,,,,,3.4,,,,,,0.99,,,,256,0.02,28.1,,,,0,,,,,,0,,,,0,,,0,0,,,0.25,,,,0.012,55.485,,,0.033,,,0,0.043,,7.9,,,,,,,2.9,,,6.9,,,5,0,13.8,,,,0.097,,,,11.1,,0,,,,,0.5,,1.65,,0.55,4,,,
Achara,15-Mar-12,,,,,,,,,,,,,,,,,,,,,3.6,,,,,,1.36,,,,,0.055,,,,,,,,,,,10,,,,,,,,,,,,,,,0.017,,,,0.072,,,,,,,,,,,,,,,,,,,,,12.5,,,,0.912,,,,,,,,,,,,,2.43,,0.14,4,,,
Achara,17-Mar-12,,,,,,,,,,,2.8,,,,0,,,,,,2.1,,,,,,1.1,,,,,0.019,34.1,,,,0,,,,,,0,,,,,,,,,,,0.25,,,,0.014,,,,0.022,,,0,,,8.2,,,,,,,1.8,,,3.7,,,5,,12.9,,,,0.322,,,,12.9,,,,,,,0.5,,1.61,,0.17,4,,,
Achara,21-Apr-12,,,,,,,,,,,3.7,,,,0,,,,,,3.4,,,,,,0.62,,,,,0.044,36,,,,0,,,,,,10,,,,,,0,,,,,0.25,,,,0.013,,,,0.077,,,0,,,7.6,,,,,,,2.6,,,2.5,,,5,,10.2,,,,0,,,,7.9,,,,,,,1.2,,1.06,,0.4,14,,,
Achara,29-Apr-12,,,,,,,,,,,2.4,,,,,,,,,,1.9,,,,,,1.59,,,,,0.081,,,,,,,,,,,0,,,,,,,,,,,,,,,0.014,,,,0.128,,,,,,,,,,,,,,,,,,,,,9.3,,,,0,,,,,,,,,,,,,1.94,,0.32,17.7,,,
Achara,19-May-12,,,,,,,,,,,2.4,,,1.96,0,,,,,,1.8,,,,,,0.9,,,,212,0.027,31.3,,,,0,,,,,,0,,,,0,,0,0,0.038,,,0.25,,,,0.021,32.996,,,0.119,,,0,0.051,,9.6,,,,,,,3.2,,,8.4,,,5,0.0025,9.4,,,,0,,,,8,,0,,,,,0.5,,1.398,,0.46,12.7,,,
Achara,27-May-12,,,,,,,,,,,3.1,,,,,,,,,,1.9,,,,,,0.73,,,,,0.021,,,,,,,,,,,0,,,,,,,,,,,,,,,0.031,,,,0.107,,,,,,,,,,,,,,,,,,,,,9.11,,,,0.15,,,,,,,,,,,,,1.09,,0.18,17.2,,,
Achara,16-Jun-12,,,,,,,,,,,3.4,,,,1.9,,,,,,3.4,,,,,,0.94,,,,,0.145,33.9,,,,1.7,,,,,,11,,,,,,,,,,,0.25,,,,0.06,,,,0.293,,,0,,,10.2,,,,,,,6.7,,,7.5,,,12,,7.2,,,,0.288,,,,9.4,,,,,,,1.6,,1.31,,0,25,,,
Achara,28-Jun-12,,,,,,,,,,,4.9,,,,,,,,,,1.4,,,,,,0.94,,,,,0.058,,,,,,,,,,,12,,,,,,,,,,,,,,,0.04,,,,0.149,,,,,,,,,,,,,,,,,,,,,8.2,,,,0.065,,,,,,,,,,,,,1.17,,0.12,20.8,,,
Achara,08-Jul-12,,,,,,,,,,,4,,,,,,,,,,1.8,,,,,,1.65,,,,,0.114,,,,,,,,,,,10,,,,,,,,,,,,,,,0.049,,,,0.221,,,,,,,,,,,,,,,,,,,,,8.9,,,,0.066,,,,,,,,,,,,,1.83,,0.06,22,,,
Achara,21-Jul-12,,,,,,,,,,,3.2,,,,0,,,,,,,,,,,,0.59,,,,,0,33.2,,,,0,,,,,,0,,,,,,0,,,,,0.25,,,,0.037,,,,0.022,,,0,,,8.8,,,,,,,2.7,,,6.3,,,5,,7.7,,,,0.035,,,,8.1,,,,,,,0.5,,1.14,,0.47,22.7,,,
Achara,16-Aug-12,,,,,,,,,,,2.4,,,,0,,,,,,,,,,,,0.9,,,,,0.057,33.7,,,,0,,,,,,11,,,,,,0,0,,,,0.25,,,,0.02,,,,0.07,,,1.6,,,14.1,,,,,,,1.4,,,8.3,,,5,,8.2,,,,0,,,,7.2,,,,,,,0.5,,1.11,,0.17,24.2,,,
Achara,26-Aug-12,,,,,,,,,,,3.5,,,,,,,,,,1.5,,,,,,0.57,,,,,0.045,,,,,,,,,,,10,,,,,,,,,,,,,,,0.011,,,,0.105,,,,,,,,,,,,,,,,,,,,,8.4,,,,0,,,,,,,,,,,,,1,,0.11,22.3,,,
Achara,21-Sep-12,,,,,,,,,,,3.8,,,,0,,,,,,2,,,,,,0.4,,,,,0.02,27,,,,0,,,,,,0,,,,,,0,,,,,0.25,,,,0.014,,,,0.067,,,1.3,,,6.2,,,,,,,1.5,,,6.1,,,5,,9.7,,,,0,,,,5.4,,,,,,,0.5,,1,,0.38,17.6,,,
Achara,27-Sep-12,,,,,,,,,,,3,,,,,,,,,,1.4,,,,,,0.96,,,,,0.126,,,,,,,,,,,0,,,,,,,,,,,,,,,0.02,,,,0.252,,,,,,,,,,,,,,,,,,,,,8.9,,,,0.08,,,,,,,,,,,,,1.14,,0.1,16.6,,,
Achara,18-Oct-12,,,,,,,,,,,2,,,,,,,,,,1.7,,,,,,0.73,,,,,0.047,,,,,,,,,,,0,,,,,,,,,,,,,,,0.037,,,,0.095,,,,,,,,,,,,,,,,,,,,,10.1,,,,0.035,,,,,,,,,,,,,1.12,,0.31,11,,,
Achara,21-Oct-12,,,,,,,,,,,4.4,,,,0,,,,,,2.6,,,,,,0.85,,,,,0.043,36.1,,,,0,,,,,,12,,,,,,0,,,,,0.25,,,,0.051,,,,0.114,,,0,,,4.3,,,,,,,3.1,,,9,,,5,,9.5,,,,0.34,,,,13.8,,,,,,,0.5,,1.28,,0.04,8.8,,,
Achara,16-Nov-12,,,,,,,,,,,3.4,,,,0,,,,,,2.1,,,,,,0.83,,,,,0.053,45.5,,,,0,,,,,,0,,,,,,0,,,,,0.25,,,,0.045,,,,0.138,,,1.4,,,9.3,,,,,,,1.6,,,7.8,,,5,,9.7,,,,0.106,,,,13.5,,,,,,,0.5,,1.44,,0.46,11,,,
Achara,22-Nov-12,,,,,,,,,,,3.1,,,,,,,,,,2.7,,,,,,0.82,,,,,0.026,,,,,,,,,,,10,,,,,,,,,,,,,,,0.017,,,,0.105,,,,,,,,,,,,,,,,,,,,,11,,,,0.09,,,,,,,,,,,,,1,,0.07,11.4,,,
Achara,07-Dec-12,,,,,,,,,,,2.1,,,,,,,,,,2,,,,,,0.63,,,,,0.032,,,,,,,,,,,0,,,,,,,,,,,,,,,0.015,,,,0.091,,,,,,,,,,,,,,,,,,,,,11.5,,,,0.107,,,,,,,,,,,,,1,,0.2,8,,,
Achara,10-Dec-12,,,,,,,,,,,7.4,,,,0,,,,,,2.6,,,,,,0.48,,,,,0.231,34.7,,,,0,,,,,,23,,,,,,0,,,,,0.25,,,,0.045,,,,0.445,,,0,,,18.3,,,,,,,3.1,,,4.9,,,25,,12.4,,,,0.153,,,,7.2,,,,,,,2.4,,1,,0.27,5,,,
Achara,17-Jan-13,,,,,,,,,,,3.4,,,,0,,,,,,3.3,,,,,,1.29,,,,,0.051,45.2,,,,0,,,,,,12,,,,,,0,0,,,,0,,,,0.018,,,,0.114,,,0,,,,,,,,,,8.8,,,5.6,,,15,0,12,,,,0.114,,,,11.6,,0,,,,,1.3,,1.88,,,6,,,
Achara,15-Feb-13,,,,,,,,,,,3,,,,0,,,,,,2.2,,,,,,1,,,,,0.007,34.2,,,,1.7,,,,,,0,,,,,,0,0,,,,0,,,,0.013,,,,0.042,,,0,,,,,,,,,,1.6,,,6.5,,,5,0,13.3,,,,0,,,,9.6,,0,,,,,0.5,,1.18,,,3,,,
Achara,14-Mar-13,,,,,,,,,,,3.2,,,,0,,,,,,2.4,,,,,,1.07,,,,,0.008,48.4,,,,0,,,,,,0,,,,,,0,0,,,,0,,,,0.02,,,,0.037,,,0,,,,,,,,,,1.1,,,6.1,,,5,0,13.4,,,,0.037,,,,12.9,,0,,,,,0.5,,1.57,,,8,,,
Achara,12-Apr-13,,,,,,,,,,,2.5,,,,0,,,,,,2.1,,,,,,0.89,,,,,0,41.1,,,,0,,,,,,0,,,,,,0,0,,,,0,,,,0.014,,,,0.024,,,0,,,,,,,,,,1.9,,,6.7,,,5,0,11.7,,,,0.036,,,,10.1,,0,,,,,0.5,,1.16,,,11.5,,,
Achara,16-May-13,,,,,,,,,,,3.2,,,,0,,,,,,2.3,,,,,,0.72,,,,,0.012,35.3,,,,0,,,,,,14,,,,,,0.015,0,,,,0,,,,0.019,,,,0.06,,,0,,,,,,,,,,1.6,,,6.8,,,5,0,8.2,,,,0.045,,,,9,,0,,,,,0.5,,1.07,,,12,,,
Achara,14-Jun-13,,,,,,,,,,,1.8,,,,0,,,,,,1,,,,,,1.02,,,,,0.045,39.4,,,,0,,,,,,0,,,,,,0.02,0,,,,0,,,,0.051,,,,0.112,,,0,,,,,,,,,,1.4,,,6.4,,,5,0,8.4,,,,0.073,,,,11.2,,0,,,,,0.5,,1.23,,,21,,,
Achara,18-Jul-13,,,,,,,,,,,3.8,,,,0,,,,,,2.6,,,,,,1.14,,,,458,0.038,42.1,,,,0,,,,,,0,,,,0,,0,0,0.129,,,0,,,,0.003,96.3,,,0.084,,,1,0.444,,,,,,,,,0,,,10,,,5,0,7.2,,,,0.04,,,,11.7,,0,,,,,0.5,,1.41,,,26,,,
Achara,16-Aug-13,,,,,,,,,,,2,,,,0,,,,,,1.7,,,,,,0.45,,,,,0.018,32.1,,,,0,,,,,,0,,,,,,,0,,,,0,,,,0.008,,,,0.028,,,2.1,,,,,,,,,,1,,,8.3,,,5,0,8,,,,0.033,,,,6.1,,0,,,,,1.1,,0.52,,,23,,,
Achara,21-Sep-13,,,,,,,,,,,2.7,,,,0,,,,,,2.1,,,,,,0.81,,,,,0.034,33,,,,0,,,,,,0,,,,,,0,0,,,,0,,,,0.025,,,,0.05,,,1.1,,,,,,,,,,1.9,,,5.3,,,5,0,7.4,,,,0.067,,,,9.9,,0,,,,,0.5,,0.98,,,20,,,
Achara,18-Oct-13,,,,,,,,,,,2.7,,,,0,,,,,,1,,,,,,1.31,,,,,0.022,46.8,,,,1.8,,,,,,0,,,,,,0,0,,,,0,,,,0.03,,,,0.051,,,0,,,,,,,,,,12.6,,,6.5,,,5,0,9.8,,,,0,,,,15.6,,,,,,,7.8,,2.09,,,10,,,
Achara,15-Nov-13,,,,,,,,,,,3.8,,,,0,,,,,,2,,,,,,1.18,,,,,0.018,44.1,,,,0,,,,,,0,,,,,,0.03,0,,,,0,,,,0.054,,,,0.094,,,0,,,,,,,,,,1.5,,,9.8,,,5,0,11,,,,0.041,,,,14.5,,,,,,,0.5,,2.03,,,7,,,
Achara,13-Dec-13,,,,,,,,,,,2,,,,0,,,,,,1.9,,,,,,1.29,,,,304,0.029,49.9,,,,0,,,,,,0,,,,,,0,0,0.098,,,0,,,,0.051,66.6,,,0.054,,,0,0.838,,,,,,,,,1.4,,,8.6,,,5,0,9.9,,,,0.421,,,,15.6,,,,,,,0.5,,2.26,,,8,,,
Achara,16-Jan-14,87,2.8,,,,,,,,,3.1,,,,,,,,,,2.3,,,16.5,,2.25,0.98,,,,224,0.02,47.3,,,,,,,,,,5,,,,,,0,0,0.05,,,,,,,0.032,39.9,,,0.108,,,,,,,,,,,,,,,,8.5,170.8,152.7,,0,12,,,,0.43,,,,15.2,,0,,,4,,,,2,,,2,,,
Achara,15-Feb-14,106,2,,,,,,,,,,,,,,,,,,,4,,,,,,1.22,,,,,0.018,41,,,,,,,,,,5,,,,,,0,0,,,,,,,,0.016,,,,0.046,,,,,,,,,,,,,,,,9.4,,,,0,15.1,,,,0.216,,,,13.4,,0,,,,,,,1.87,,,1,,,
Achara,19-Mar-14,105,1,,,,,,,,,,,,,,,,,,,3.8,,,,,,0.94,,,,,0.014,44.8,,,,,,,,,,5,,,,,,0,0,,,,,,,,0.019,,,,0.023,,,,,,,,,,,,,,,,5.6,,,,0,10.9,,,,0,,,,11.9,,0,,,,,,,1.41,,,14,,,
Achara,18-Apr-14,82,1.9,,,,,,,,,2.2,,,,,,,,,,1.3,,,9.2,,,1.09,,,,190,0.024,43.3,,,,,,,,,,5,,,,,,0.03,0,0.07,,,,,,,0.031,30.9,,,0.075,,,,,,,,,,,,,,,,8.8,134.2,144.4,,0,9,,,,0.215,,,,11.4,,0.213,,,2.6,,,,1.79,,,11,,,
Achara,16-May-14,77,1.6,,,,,,,,,2.8,,,,,,,,,,2.1,,,,,,0.69,,,,,0.009,26.3,,,,,,,,,,5,,,,,,0.022,0,,,,,,,,0.015,,,,0.027,,,,,,,,,,,,,,,,2.2,,,,0,8.7,,,,0.051,,,,6.7,,0,,,,,,,1.09,,,10,,,
Achara,20-Jun-14,93,1.1,,,,,,,,,3.5,,,,,,,,,,3,,,5.7,,2.6,0.66,,,,125,0,24.5,,,,,,,,,,15,,,,,,0,0,0,,,,,,,0.021,14.9,,,0.031,,,,,,,,,,,,,,,,4.2,85.4,78.2,,0,8.3,,,,0.087,,,,5.8,,0,,,2.4,,,,1.02,,,21,,,
Achara,18-Jul-14,99,1.9,,,,,,,,,,,,,,,,,,,1.6,,,,,2.53,1.33,,,,,0.03,39.6,,,,,,,,,,5,,,,,,0,0,,,,,,,,0.043,,,,0.055,,,,,,,,,,,,,,,,3.6,,,,0,8.7,,,,0.037,,,,12.8,,0,,,,,,,1.72,,,22,,,
Achara,16-Aug-14,105,1.6,,,,,,,,,5.3,,,,1.37,,,,,,2.5,,,12,,3.37,1.38,,,,191,0.024,39.9,,,,1.65,,,,,,15,,,,,,0,0,0,,,0,,,,0.023,28.9,,,0.036,,,2.65,0.392,,,,,,,,,2.08,,,6.5,128.1,126.5,67.84,0,9.6,,,,0,,,,13.4,,0,,,3.4,,1.3,,1.56,,,20,0.2,,
Achara,19-Sep-14,89,4.8,,,,,,,,,,,,,,,,,,,1.2,,,,,2.65,2.63,,,,,0.027,54.2,,,,,,,,,,5,,,,,,0,0,,,,,,,,0.027,,,,0.039,,,,,,,,,,,,,,,,7.4,,,,0,8.3,,,,0.026,,,,17.2,,0,,,,,,,2.84,,,19.4,,,
Achara,17-Oct-14,104,1.2,,,,,,0.263,,,2,,,,,,,,,,0.5,,,13.8,,2.97,1.77,,,,222,0.065,41.5,,,,,,,,0.254,,11,,,,0,,0,0,0,,3.63,,,,,0.039,33.7,,,0.082,,,,,,1.71,,,,,,,,,,7.6,134.2,134.8,,0,10.3,,,,0.062,,,,15.2,,0,0.257,,4,,,,1.98,,,16,0.135,,
Achara,21-Nov-14,94,1.2,,,,,,,,,1.3,,,,,,,,,,1,,,,,2.33,2.04,,,,,0.026,47.4,,,,,,,,,,13,,,,,,0.055,0,,,,,,,,0.07,,,,0.037,,,,,,,,,,,,,,,,8.8,,,,0,10.7,,,,0.15,,,,15.9,,0,,,,,,,2.33,,,10,,,
Achara,12-Dec-14,83,3.1,,,,,,0.257,,,2.7,,,,,,,,,,2.3,,,19.5,,2.22,1.56,,,,254,0.02,49.5,,,,,,,,0.321,,16,,,,,,0,0,0.03,,,,,,,0.021,47,,,0.029,,,,,,,,,,,,,,,,9.2,146.4,161.3,,0,11.8,,,,0.216,,,,22.1,,0,0.344,,4.2,,,,1.99,,,1,,,
Achara,17-Jan-15,100,1.4,,,,,,,,,,,,,,,,,,,2.3,,,58.077,,2.35,1.75,,,,525,0.025,49.8,,,,,,,,,,5,,,,,,0,0,0.759,,,,,,,0.041,55.7,,,0.046,,,,,,,,,,,,,,,,8.7,262.386,160.1,,0,12.5,,,,0.316,,,,19.1,,0,,,5.56,,,,2.16,,,6,0,,
Achara,21-Feb-15,99,1.1,,,,,,,,,,,,,,,,,,,3.1,,,8.6,,2.39,1.23,,,,,0.013,39.3,,,,0,,,,,,5,,,,,,0,0,0,,,0,,,,0.005,29.3,,,0.045,,,,,,,,,,,,,,,,4,115.9,114.5,5,0,13.3,,,,0,,,,10.6,,0,,,2.6,,0.5,,1.43,,,3,0,,
Achara,13-Mar-15,94,1.5,,,,,,,,,,,,,,,,,,,2.2,,,,,2.46,0.93,,,,,0.012,36.4,,,,,,,,,,18,,,,,,0,0,,,,,,,,0.012,,,,0.03,,,,,,,,,,,,,,,,4.7,,110.7,,0,11.1,,,,0.049,,,,8.3,,0,,,,,,,1.13,,,8,0,,
Achara,18-Apr-15,99,3.3,,,,,,,,,2.1,,,,,,,,,,1.4,,,6.5,,2.34,1.3,,,,,0.024,36.9,,,,,,,,,,16,,,,,,0,0,0,,,,,,,0.022,25.7,,,0.051,,,,,,,,,,,,,,,,4.7,109.8,111.6,,0,10.7,,,,0.055,,,,8.6,,0,,,2.1,,,,1.62,,,12,0,,
Achara,15-May-15,85,2,,,,,,,,,2.5,,,,,,,,,,2.2,,,,,2.39,1.71,,,,,0.017,41.9,,,,,,,,,,17,,,,,,0,0,,,,,,,,0.108,,,,0.022,,,,,,,,,,,,,,,,6.1,,129.8,,0,8.3,,,,0.21,,,,12.4,,0,,,,,,,2.07,,,17,0,,
Achara,20-Jun-15,88,1.5,,,,,,,,,2.8,,,,,,,0.15,,,2.5,,,6.7,,2.34,0.83,,,,,0.23,32.5,,,,0,,,,,,18,,,,,,0,0,0.031,,,0,,,,0.064,19.7,,,,,,,,,,,,,,,,,,,3.5,109.8,95.5,5,0,7.6,,,,0.35,,,,8.2,,0,,,3.2,,2.5,,1.26,,,23,0,,
Achara,16-Jul-15,85,1.3,,,,,,,,,2.7,,,,,,,,,,1.6,,,,,2.4,0.89,,,,,0.023,33.2,,,,,,,,,,17,,,,,,0,0,,,,,,,,0.013,,,,0.031,,,,,,,,,,,,,,,,2.7,,93.9,,0,7.4,,,,0.063,,,,7.2,,0,,,,,,,0.99,,,22,0,,
Achara,22-Aug-15,88,2,,,,,,,,,,,,,,,,,,,1.5,,,12.8,,2.47,1.58,,,,,0.068,40.1,,,,0,,,,,,12,,,,,,0,0,0,,,0,,,,0.146,26.4,,,0.094,,,,,,,,,,,,,,,,5.4,128.1,122.2,5,0,7.6,,,,0.108,,,,12.7,,0,,,3.3,,0.5,,2.06,,,23,0,,
Achara,18-Sep-15,76,1.9,,,,,,,,,,,,,,,,,,,1.3,,,,,2.53,1.17,,,,,0.1,40.4,,,,,,,,,,16,,,,,,0.067,0,,,,,,,,0.038,,,,0.15,,,,,,,,,,,,,,,,4.4,,119,,0,7.3,,,,0.065,,,,11.4,,0,,,,,,,1.48,,,17,0,,
Achara,16-Oct-15,82,1.4,,,,,,,,,2.7,,,,,,,,,,1.3,,,14.8,,2.52,1.85,,,,,0.038,44.2,,,,,,,,,,5,,,,,,0,0,0,,,0,,,,0.037,34.5,,,0.046,,,,,,,,,,,,,,,,6.6,140.3,137.5,15,0,8.2,,,,0.073,,,,15.5,,0,,,4,,0.5,,2.05,,,15,0.16,,
Achara,20-Nov-15,90,1.8,,,,,,,,,2.5,,,,,,,,,,1.1,,,41.15,,2.15,0.79,,,,,0.024,32.9,,,,,,,,,,5,,,,,,0,0,0.263,,,,,,,0.029,,,,0.037,,,,,,,,,,,,,,,,4.9,,102.2,,0,10,,,,0.11,,,,9.5,,0,,,3.56,,,,1.01,,,11,0,,
Achara,09-Dec-15,92,2.8,,,,,,,,140.3,1.79,,,,,,,,,,2.4,,,12.4,,2.25,1.35,,,,252,0.012,41.9,,,,,,,,,,5,,,,0,,0,0,0,,,,,,,0.031,31.5,,,0.025,,,,0.097,,,0.05,,,,,,,,,4.4,197.03,122.8,,0,12.1,,,,0.18,,,,12.8,,0,,,3.1,,,,1.61,,,5,0,,
Achara,15-Jan-16,99,1.4,,,,,,,,,,,,,,,,,,,2.4,,,,,,0.94,,,,176,0.016,37.9,,,,0,,,,,,5,,,,,,0,0,,,,0,,,,0.018,,,,0.037,,,,,,,,,,,,,,,,3.9,,110.6,,0,12.6,,,,0.13,,,,11.8,,0,,,,,0,,1.24,,,5,0,,
Achara,12-Feb-16,90,2,,,,,,,,,,,,,,,,,,,2.2,,,8.3,,,0.94,,,,160,0.012,35.5,,,,,,,,,,5,,,,0,,0,0,,,,,,,,0.01,21.9,,,0.022,,,,,,,,,,,,,,,,6.8,122,116.8,,0,10.9,,,,0.06,,,,10.6,,0,,,2.3,,,,1.19,,,7,0,,
Achara,12-Mar-16,100,1.4,,,,,,,,,2.26,,,,,,,,,,1.6,,,,,,1.08,,,,163,0.011,35.6,,,,,,,,,,5,,,,,,0,0,,,,,,,,0.012,,,,0.029,,,,,,,,,,,,,,,,6.9,,117.2,,0,11.3,,,,0.04,,,,11.8,,0,,,,,,,1.18,,,10,0,,
Achara,16-Apr-16,94,2.3,,,,,,,,,,,,,,,,,,,2.8,,,9,,,0.87,,,,145,0.068,31.5,,,,0,,,,,,5,,,,0,,0,0,,,,,,,,0.028,21.8,,,0.12,,,,,,,,,,,,,,,,4.9,109.8,98.8,,0,9.9,,,,0.14,,,,9.3,,0,,,2.6,,0,,1.14,,,13,0,,
Achara,13-May-16,92,1.9,,,,,,,,,3.6,,,,2.16,,,,,,1.8,,,,,,1.11,,,,154,0.03,27,2.37,,,4.56,,,,,,12,,,,0,,0,0,,,,0,,,,0.038,46.46,,,0.071,,,2.3,,,,0.082,,,,,,13.59,,,6.6,177.51,94.6,0,0,8.7,,,,0.16,,,,9.2,,0,,,,,3.07,,1.67,,,18,0,,
Achara,11-Jun-16,125,1.8,,,,,,,,,3.8,,,,,,,,,,2.6,,,8.7,,,0.97,,,,158,0.037,35.6,,,,,,,,,,5,,,,0,,0,0,,,,0,,,,0.027,20.9,,,0.043,,,,,,,,,,,,,,,,6.9,115.9,117,,0,10.2,,,,0.05,,,,11.6,,0,,,2.6,,,,1.29,,,26,0,,
Achara,16-Jul-16,96,3.3,,,,,,,,,3.1,,,,,,,,,,1.2,,,,,,0.79,,,,164,0.044,33.2,,,,,,,,,,19,,,,,,0,0,,,,,,,,0.021,,,,0.061,,,,,,,,,,,,,,,,5.9,,107.3,,0,8.2,,,,0.04,,,,9.1,,0,,,,,,,0.95,,,26,0,,
Achara,20-Aug-16,93,1.6,,,,,,,,,2.2,,,,,,,,,,0.5,,,5.9,,,0.39,,,,108,0.025,25.9,,,,0,,,,,,12,,,,0,,0,0,,,,0,,,,0.023,13,,,0.062,,,,,,,,,,,,,,,,4,97.6,81.2,,0,7.9,,,,0.056,,,,6.3,,0,,,2.2,,0,,0.63,,,23,0,,
Achara,16-Sep-16,90,3.7,,,,,,,,,2.5,,,,,,,,,,0.5,,,,,,1.15,,,,152,0.051,31.3,2.37,,,,,,,,,21,,,,,,,0,,,,,,,,0.042,,,,0.061,,,,,,,,,,,,,,,,4.9,,98.1,,0,8,,,,0.078,,,,9.9,,0,,,,,,,1.28,,,21,0,,
Achara,22-Oct-16,87,1.1,,,,,,,,,2.3,,,,,,,,,,0.5,,,8.5,,,0.68,,,,133,0.034,27.6,,,,0,,,,,,11,,,,0,,0,0,,,,0,,,,0.024,12.7,,,0.04,,,,,,,,,,,,,,,,5.1,109.8,89.9,,0,8.8,,,,0.089,,,,7.3,,0,,,2.6,,0,,0.93,,,15,0,,
Achara,19-Nov-16,97,2,,,,,,,,,1,,,,,,,,,,0.5,,,,,,1.09,,,,,0.079,30.9,,,,,,,,,,12,,,,,,0,0,,,,,,,,0.042,,,,0.24,,,,,,,,,,,,,,,,6.9,,106.3,,0,10.4,,,,0.11,,,,11,,0,,,,,,,1.27,,,12,0,,
Achara,10-Dec-16,94,2.5,,,,,,,,,2.4,,,,,,,,,,1.2,,,7.7,,,0.82,,,,,0.022,30.9,,,,,,,,,,13,,,,0,,0,0,,,,,,,,0.015,15.2,,,0.08,,,,,,,,,,,,,,,,5.1,105.6,98.3,,0,11.5,,,,0.11,,,,7.5,,0,,,2.5,,,,1.35,,,7,0,,
Boonsri,11-Jan-98,,,,,,,,,,,4.8,,,,17,,,,,,3.6,,,13.9,0,,1.47,,,,,0.06,52,0,,,5,,,,,,13.8,,,,,,0,,0.01,,,0,,,,0.01,36.7,,,0.09,,,0,4.95,,,,0,,,,,22,,,9.7,,,21,,9.1,,,,0.33,,,,19.2,,0,,,3.5,,0,0,,,,2,,,0.95
Boonsri,15-Feb-98,,,,,,,,,,,4.7,,,,9,,,,,,3.8,,,13.6,0,,2.5,,,,,0.02,56,0,,,2,,,,,,13.4,,,,,,0,,0.02,,,0,,,,0.03,49.8,,,0.06,,,0,2.84,,,,0,,,,,5,,,24.2,,,15,,11.5,,,,0.14,,,,24.1,,0,,,3.2,,0,0,,,,5,,,0.84
Boonsri,12-Mar-98,,,,,,,,,,,4.9,,,,6,,,,,,3.3,,,13.5,0,,1.9,,,,,0.05,68,2.02,,,3,,,,,,13.1,,,,,,0,,0.01,,,0,,,,0.03,46.5,,,0.08,,,0,4.57,,,,0,,,,,9,,,21.7,,,15,,11,,,,0.2,,,,27.7,,0,,,3.7,,0,0,,,,2,,,1.4
Boonsri,11-Apr-98,,,,,,,,,,,3.9,,,,28,,,,,,1.7,,,13.4,0,,2.54,,,,,0.04,50,0,,,8,,,,,,9.9,,,,,,0,0,0.01,,,0.3,,,,0.05,47,,,0.08,,,0,1.24,,,,0,,,,,12,,,13.8,,,23,0.002,8.5,,,,0.14,,,,21,,0,,,3.4,,35,0,,,,7,,,0
Boonsri,09-May-98,,,,,,,,,,,4.6,,,,10,,,,,,2.9,,,15.3,0,,1.77,,,,,0.05,49.6,0,,,5,,,,,,12.5,,,,,,0,,0.03,,,0,,,,0.07,34.1,,,0.09,,,0,1.85,,,,0,,,,,9,,,10.7,,,12,,8.5,,,,0.28,,,,21.3,,0,,,3.3,,0,0,,,,13,,,1
